TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,CAR_TT,CAR_CO,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,SM_SEATS
263.0,126.0,120.0,109.0,127.0,30.0,240.0,140.0,2.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,55.0,77.0,81.0
136.0,38.0,120.0,61.0,52.0,10.0,117.0,65.0,1.0,9.0,11.0,21.0,25.0,29.0,33.0,36.0,40.0,42.0,61.0,82.0
93.0,38.0,60.0,38.0,52.0,30.0,0.0,0.0,2.0,9.0,11.0,21.0,25.0,27.0,34.0,36.0,40.0,43.0,60.0,81.0
193.0,40.0,120.0,135.0,52.0,10.0,110.0,48.0,2.0,9.0,11.0,21.0,25.0,29.0,34.0,36.0,40.0,52.0,61.0,81.0
116.0,29.0,30.0,45.0,40.0,20.0,0.0,0.0,0.0,9.0,11.0,22.0,25.0,28.0,34.0,37.0,40.0,52.0,74.0,81.0
108.0,109.0,120.0,84.0,130.0,20.0,91.0,45.0,3.0,10.0,13.0,21.0,24.0,30.0,34.0,36.0,40.0,59.0,65.0,81.0
268.0,45.0,60.0,118.0,60.0,20.0,170.0,123.0,4.0,9.0,15.0,23.0,25.0,30.0,34.0,37.0,40.0,57.0,60.0,81.0
61.0,26.0,30.0,28.0,38.0,20.0,52.0,35.0,0.0,10.0,11.0,21.0,24.0,30.0,34.0,38.0,40.0,57.0,79.0,81.0
193.0,47.0,30.0,50.0,66.0,20.0,221.0,105.0,2.0,9.0,11.0,23.0,25.0,28.0,34.0,37.0,40.0,42.0,77.0,81.0
184.0,41.0,30.0,149.0,49.0,30.0,110.0,75.0,3.0,9.0,11.0,21.0,24.0,31.0,34.0,36.0,40.0,43.0,69.0,81.0
107.0,203.0,30.0,93.0,294.0,30.0,90.0,45.0,0.0,10.0,19.0,22.0,25.0,28.0,33.0,38.0,40.0,59.0,78.0,81.0
205.0,58.0,60.0,144.0,62.0,10.0,140.0,76.0,2.0,9.0,11.0,22.0,25.0,30.0,34.0,38.0,40.0,43.0,79.0,81.0
91.0,2600.0,120.0,40.0,3380.0,20.0,70.0,39.0,2.0,9.0,16.0,21.0,25.0,31.0,34.0,37.0,41.0,43.0,77.0,81.0
277.0,131.0,30.0,177.0,168.0,20.0,170.0,130.0,3.0,10.0,11.0,21.0,25.0,30.0,33.0,39.0,40.0,42.0,78.0,81.0
180.0,65.0,30.0,85.0,70.0,10.0,221.0,123.0,2.0,9.0,11.0,22.0,24.0,28.0,34.0,37.0,40.0,57.0,60.0,81.0
150.0,38.0,60.0,76.0,43.0,20.0,110.0,78.0,2.0,9.0,11.0,23.0,24.0,28.0,33.0,37.0,40.0,42.0,61.0,81.0
170.0,99.0,60.0,82.0,114.0,20.0,182.0,80.0,1.0,9.0,13.0,21.0,24.0,31.0,34.0,36.0,40.0,52.0,61.0,81.0
171.0,44.0,60.0,139.0,56.0,30.0,144.0,123.0,2.0,9.0,11.0,22.0,24.0,29.0,34.0,37.0,40.0,57.0,60.0,81.0
270.0,88.0,60.0,108.0,105.0,10.0,120.0,90.0,2.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,52.0,61.0,81.0
164.0,98.0,120.0,60.0,116.0,20.0,0.0,0.0,0.0,9.0,13.0,22.0,25.0,29.0,34.0,37.0,40.0,52.0,61.0,81.0
149.0,48.0,30.0,69.0,52.0,30.0,72.0,78.0,1.0,9.0,11.0,21.0,25.0,30.0,34.0,37.0,40.0,43.0,60.0,81.0
182.0,94.0,120.0,71.0,109.0,30.0,247.0,104.0,2.0,10.0,11.0,21.0,25.0,28.0,34.0,37.0,40.0,42.0,79.0,81.0
182.0,94.0,120.0,71.0,109.0,30.0,260.0,92.0,2.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,59.0,60.0,81.0
188.0,72.0,120.0,148.0,76.0,30.0,100.0,80.0,3.0,10.0,11.0,21.0,24.0,29.0,34.0,38.0,40.0,59.0,65.0,81.0
145.0,132.0,30.0,90.0,147.0,10.0,80.0,50.0,2.0,10.0,13.0,22.0,24.0,29.0,34.0,38.0,40.0,43.0,60.0,81.0
196.0,152.0,30.0,155.0,169.0,10.0,120.0,85.0,2.0,10.0,13.0,22.0,25.0,30.0,34.0,37.0,40.0,55.0,65.0,81.0
157.0,45.0,60.0,53.0,80.0,30.0,0.0,0.0,2.0,9.0,15.0,21.0,25.0,30.0,33.0,36.0,40.0,43.0,72.0,82.0
123.0,1665.0,120.0,79.0,2220.0,30.0,0.0,0.0,3.0,9.0,17.0,21.0,25.0,31.0,34.0,36.0,41.0,42.0,61.0,81.0
114.0,80.0,60.0,55.0,90.0,20.0,156.0,75.0,3.0,9.0,13.0,21.0,25.0,28.0,33.0,37.0,40.0,59.0,61.0,81.0
128.0,50.0,60.0,57.0,62.0,30.0,130.0,52.0,2.0,9.0,11.0,22.0,25.0,28.0,34.0,37.0,40.0,43.0,60.0,81.0
336.0,122.0,60.0,84.0,150.0,10.0,216.0,165.0,3.0,10.0,11.0,21.0,25.0,29.0,34.0,37.0,40.0,59.0,72.0,81.0
177.0,38.0,60.0,93.0,43.0,10.0,88.0,70.0,1.0,9.0,11.0,21.0,25.0,31.0,34.0,37.0,40.0,57.0,61.0,81.0
221.0,94.0,120.0,107.0,127.0,10.0,200.0,96.0,2.0,10.0,11.0,22.0,24.0,28.0,34.0,38.0,40.0,42.0,77.0,81.0
205.0,49.0,120.0,61.0,70.0,10.0,195.0,110.0,2.0,9.0,11.0,22.0,25.0,28.0,34.0,37.0,40.0,43.0,72.0,81.0
120.0,3120.0,120.0,65.0,3380.0,20.0,130.0,150.0,1.0,9.0,16.0,23.0,25.0,28.0,34.0,37.0,41.0,42.0,61.0,81.0
193.0,106.0,120.0,50.0,112.0,30.0,170.0,105.0,1.0,10.0,11.0,21.0,25.0,28.0,33.0,35.0,40.0,57.0,60.0,81.0
85.0,2600.0,30.0,39.0,4160.0,20.0,48.0,28.0,1.0,9.0,16.0,21.0,25.0,28.0,33.0,36.0,41.0,52.0,60.0,81.0
197.0,576.0,120.0,112.0,768.0,10.0,144.0,150.0,2.0,10.0,19.0,21.0,25.0,28.0,34.0,37.0,40.0,43.0,70.0,81.0
131.0,26.0,120.0,59.0,38.0,10.0,0.0,0.0,2.0,9.0,11.0,21.0,25.0,27.0,34.0,36.0,40.0,42.0,72.0,82.0
105.0,180.0,120.0,52.0,195.0,20.0,78.0,40.0,1.0,9.0,19.0,21.0,25.0,28.0,33.0,37.0,40.0,42.0,72.0,81.0
69.0,3120.0,120.0,45.0,3380.0,20.0,0.0,0.0,1.0,9.0,16.0,23.0,25.0,29.0,34.0,38.0,41.0,57.0,79.0,81.0
43.0,37.0,60.0,24.0,42.0,20.0,65.0,30.0,2.0,9.0,13.0,21.0,26.0,28.0,33.0,37.0,40.0,57.0,79.0,82.0
92.0,11.0,60.0,41.0,15.0,10.0,104.0,65.0,1.0,9.0,16.0,21.0,25.0,29.0,34.0,37.0,40.0,43.0,60.0,81.0
119.0,65.0,30.0,61.0,76.0,30.0,156.0,56.0,2.0,10.0,11.0,23.0,25.0,30.0,34.0,38.0,40.0,43.0,60.0,81.0
82.0,22.0,30.0,38.0,28.0,30.0,70.0,40.0,2.0,9.0,11.0,21.0,25.0,28.0,33.0,37.0,40.0,57.0,61.0,81.0
114.0,72.0,30.0,55.0,86.0,30.0,110.0,75.0,3.0,9.0,13.0,21.0,24.0,29.0,33.0,36.0,40.0,59.0,61.0,81.0
71.0,5040.0,120.0,36.0,5040.0,30.0,60.0,150.0,1.0,10.0,16.0,21.0,25.0,29.0,34.0,38.0,41.0,57.0,79.0,82.0
174.0,88.0,60.0,123.0,99.0,10.0,221.0,123.0,3.0,9.0,13.0,21.0,25.0,28.0,34.0,38.0,40.0,57.0,67.0,81.0
105.0,4.0,30.0,66.0,6.0,30.0,0.0,0.0,8.0,9.0,19.0,21.0,25.0,27.0,34.0,36.0,40.0,52.0,60.0,81.0
146.0,136.0,120.0,49.0,181.0,10.0,156.0,104.0,3.0,10.0,13.0,21.0,25.0,28.0,33.0,38.0,40.0,59.0,61.0,81.0
341.0,74.0,30.0,194.0,80.0,30.0,160.0,162.0,0.0,9.0,11.0,22.0,24.0,28.0,33.0,36.0,40.0,57.0,72.0,81.0
245.0,48.0,60.0,197.0,52.0,30.0,143.0,56.0,3.0,9.0,11.0,21.0,25.0,30.0,34.0,38.0,40.0,59.0,78.0,81.0
151.0,91.0,120.0,111.0,99.0,20.0,130.0,110.0,3.0,9.0,13.0,21.0,25.0,28.0,33.0,36.0,40.0,52.0,67.0,81.0
114.0,96.0,60.0,49.0,106.0,10.0,110.0,60.0,3.0,9.0,13.0,21.0,24.0,29.0,33.0,38.0,40.0,59.0,61.0,81.0
205.0,44.0,60.0,61.0,52.0,20.0,140.0,104.0,2.0,9.0,11.0,22.0,24.0,28.0,34.0,38.0,40.0,43.0,72.0,81.0
88.0,26.0,60.0,51.0,29.0,20.0,80.0,45.0,2.0,9.0,11.0,21.0,24.0,29.0,34.0,37.0,40.0,48.0,79.0,81.0
236.0,17.0,120.0,81.0,25.0,20.0,152.0,92.0,2.0,10.0,16.0,21.0,24.0,30.0,34.0,38.0,40.0,42.0,79.0,81.0
182.0,148.0,120.0,81.0,198.0,10.0,168.0,115.0,3.0,9.0,13.0,21.0,24.0,29.0,34.0,36.0,40.0,59.0,60.0,81.0
136.0,147.0,120.0,69.0,169.0,20.0,130.0,110.0,2.0,10.0,13.0,22.0,24.0,28.0,34.0,38.0,40.0,43.0,79.0,81.0
71.0,2220.0,60.0,50.0,2405.0,10.0,0.0,0.0,1.0,9.0,17.0,21.0,25.0,27.0,34.0,37.0,41.0,57.0,79.0,82.0
212.0,110.0,60.0,122.0,127.0,10.0,180.0,84.0,0.0,10.0,11.0,22.0,25.0,29.0,34.0,38.0,40.0,57.0,60.0,81.0
262.0,74.0,30.0,107.0,84.0,10.0,210.0,52.0,2.0,9.0,14.0,21.0,24.0,28.0,33.0,36.0,40.0,42.0,79.0,81.0
193.0,108.0,60.0,113.0,118.0,20.0,120.0,76.0,2.0,10.0,11.0,23.0,25.0,28.0,34.0,37.0,40.0,52.0,65.0,81.0
79.0,3120.0,30.0,61.0,3120.0,10.0,91.0,52.0,2.0,9.0,16.0,21.0,25.0,27.0,34.0,36.0,41.0,57.0,79.0,81.0
145.0,78.0,120.0,99.0,84.0,30.0,96.0,182.0,1.0,10.0,11.0,21.0,25.0,29.0,34.0,38.0,40.0,52.0,61.0,81.0
351.0,237.0,60.0,119.0,281.0,10.0,200.0,160.0,2.0,10.0,13.0,22.0,25.0,30.0,34.0,38.0,40.0,57.0,72.0,81.0
183.0,95.0,60.0,83.0,116.0,10.0,208.0,136.0,2.0,9.0,13.0,21.0,25.0,28.0,33.0,39.0,40.0,57.0,60.0,81.0
160.0,76.0,120.0,132.0,90.0,10.0,117.0,78.0,3.0,9.0,13.0,21.0,24.0,28.0,34.0,37.0,40.0,59.0,65.0,81.0
148.0,48.0,120.0,72.0,53.0,20.0,143.0,70.0,2.0,9.0,11.0,20.0,24.0,29.0,34.0,35.0,40.0,59.0,61.0,81.0
116.0,50.0,60.0,70.0,52.0,20.0,112.0,52.0,3.0,9.0,11.0,21.0,25.0,30.0,34.0,36.0,40.0,42.0,65.0,81.0
318.0,218.0,30.0,170.0,237.0,10.0,220.0,92.0,0.0,10.0,13.0,22.0,25.0,29.0,34.0,37.0,40.0,57.0,72.0,81.0
83.0,307.0,120.0,41.0,410.0,10.0,0.0,0.0,1.0,9.0,18.0,21.0,25.0,28.0,33.0,36.0,40.0,52.0,60.0,81.0
54.0,199.0,30.0,28.0,259.0,30.0,0.0,0.0,1.0,9.0,18.0,21.0,25.0,28.0,34.0,38.0,40.0,57.0,79.0,82.0
85.0,31.0,120.0,37.0,38.0,30.0,117.0,48.0,3.0,9.0,11.0,23.0,24.0,28.0,34.0,37.0,40.0,42.0,61.0,81.0
239.0,262.0,60.0,102.0,281.0,20.0,184.0,104.0,3.0,10.0,13.0,21.0,24.0,30.0,33.0,38.0,40.0,59.0,60.0,81.0
264.0,237.0,120.0,114.0,281.0,20.0,240.0,240.0,3.0,10.0,13.0,21.0,25.0,29.0,34.0,37.0,40.0,57.0,72.0,81.0
169.0,5040.0,30.0,128.0,5040.0,10.0,0.0,0.0,2.0,10.0,16.0,21.0,24.0,31.0,34.0,36.0,41.0,43.0,73.0,81.0
120.0,32.0,30.0,65.0,38.0,10.0,80.0,55.0,3.0,9.0,11.0,21.0,25.0,28.0,33.0,36.0,40.0,57.0,61.0,81.0
61.0,33.0,60.0,28.0,42.0,10.0,32.0,30.0,3.0,9.0,13.0,21.0,24.0,28.0,34.0,37.0,40.0,59.0,77.0,81.0
283.0,101.0,60.0,162.0,133.0,10.0,312.0,182.0,2.0,10.0,11.0,22.0,24.0,29.0,34.0,38.0,40.0,52.0,77.0,81.0
406.0,247.0,120.0,240.0,281.0,20.0,200.0,112.0,2.0,10.0,13.0,23.0,25.0,29.0,34.0,37.0,40.0,56.0,77.0,81.0
175.0,122.0,120.0,102.0,147.0,20.0,0.0,0.0,2.0,10.0,13.0,21.0,25.0,29.0,34.0,38.0,40.0,42.0,61.0,82.0
130.0,42.0,60.0,75.0,53.0,30.0,90.0,55.0,3.0,9.0,11.0,21.0,25.0,29.0,34.0,38.0,40.0,43.0,60.0,81.0
51.0,2600.0,120.0,29.0,3380.0,20.0,0.0,0.0,1.0,9.0,16.0,23.0,25.0,28.0,34.0,37.0,41.0,57.0,79.0,81.0
788.0,114.0,60.0,796.0,128.0,20.0,260.0,130.0,0.0,9.0,13.0,23.0,24.0,30.0,34.0,37.0,40.0,59.0,74.0,81.0
67.0,103.0,120.0,37.0,111.0,20.0,168.0,40.0,1.0,9.0,13.0,22.0,24.0,27.0,33.0,36.0,40.0,42.0,79.0,82.0
126.0,36.0,60.0,80.0,49.0,30.0,96.0,78.0,1.0,9.0,11.0,21.0,25.0,28.0,33.0,36.0,40.0,42.0,61.0,82.0
290.0,169.0,60.0,198.0,189.0,10.0,120.0,85.0,3.0,10.0,13.0,21.0,25.0,29.0,33.0,36.0,40.0,42.0,78.0,81.0
134.0,81.0,30.0,98.0,95.0,30.0,110.0,65.0,2.0,9.0,13.0,21.0,24.0,28.0,34.0,37.0,40.0,50.0,61.0,81.0
162.0,20.0,30.0,78.0,26.0,20.0,78.0,35.0,1.0,9.0,12.0,21.0,25.0,27.0,34.0,39.0,40.0,58.0,61.0,81.0
144.0,91.0,30.0,89.0,103.0,30.0,156.0,64.0,2.0,9.0,13.0,21.0,24.0,28.0,34.0,37.0,40.0,42.0,61.0,81.0
117.0,70.0,120.0,64.0,82.0,20.0,0.0,0.0,0.0,10.0,14.0,21.0,25.0,30.0,34.0,38.0,40.0,54.0,72.0,81.0
163.0,3120.0,120.0,85.0,3120.0,30.0,0.0,0.0,2.0,9.0,16.0,21.0,24.0,28.0,33.0,36.0,41.0,43.0,60.0,82.0
170.0,158.0,60.0,72.0,225.0,30.0,120.0,110.0,1.0,10.0,13.0,21.0,25.0,28.0,34.0,36.0,40.0,57.0,60.0,82.0
139.0,82.0,30.0,88.0,105.0,20.0,100.0,130.0,2.0,10.0,11.0,21.0,25.0,28.0,34.0,38.0,40.0,42.0,61.0,82.0
231.0,105.0,60.0,123.0,137.0,30.0,200.0,135.0,0.0,10.0,11.0,22.0,24.0,30.0,34.0,37.0,40.0,57.0,64.0,81.0
205.0,60.0,30.0,112.0,60.0,10.0,221.0,123.0,4.0,9.0,15.0,23.0,25.0,30.0,34.0,37.0,40.0,57.0,60.0,81.0
249.0,98.0,120.0,169.0,112.0,30.0,221.0,80.0,3.0,10.0,11.0,21.0,25.0,30.0,33.0,39.0,40.0,42.0,78.0,81.0
254.0,111.0,30.0,117.0,123.0,10.0,180.0,104.0,2.0,9.0,13.0,21.0,24.0,29.0,34.0,36.0,40.0,57.0,60.0,81.0
236.0,111.0,60.0,71.0,128.0,20.0,210.0,156.0,0.0,9.0,13.0,21.0,25.0,27.0,34.0,36.0,40.0,59.0,60.0,81.0
113.0,38.0,120.0,83.0,42.0,30.0,0.0,0.0,1.0,9.0,11.0,21.0,25.0,29.0,34.0,36.0,40.0,59.0,65.0,82.0
98.0,36.0,120.0,85.0,42.0,10.0,120.0,40.0,0.0,10.0,12.0,22.0,26.0,28.0,34.0,37.0,40.0,48.0,79.0,81.0
123.0,68.0,30.0,106.0,76.0,10.0,104.0,71.0,3.0,9.0,13.0,21.0,25.0,28.0,33.0,37.0,40.0,59.0,77.0,81.0
245.0,49.0,120.0,111.0,62.0,20.0,128.0,84.0,2.0,9.0,11.0,22.0,25.0,28.0,34.0,37.0,40.0,42.0,77.0,81.0
92.0,19.0,120.0,41.0,23.0,30.0,72.0,84.0,3.0,10.0,16.0,21.0,24.0,28.0,34.0,38.0,40.0,43.0,60.0,81.0
180.0,95.0,60.0,84.0,116.0,10.0,273.0,169.0,2.0,9.0,13.0,22.0,25.0,28.0,34.0,37.0,40.0,57.0,60.0,81.0
104.0,60.0,30.0,53.0,80.0,20.0,70.0,35.0,0.0,9.0,15.0,22.0,25.0,28.0,34.0,37.0,40.0,57.0,61.0,82.0
181.0,42.0,120.0,141.0,46.0,20.0,120.0,104.0,3.0,9.0,11.0,21.0,25.0,28.0,34.0,37.0,40.0,43.0,77.0,81.0
228.0,60.0,60.0,120.0,82.0,30.0,182.0,60.0,3.0,9.0,11.0,21.0,24.0,28.0,34.0,37.0,40.0,52.0,61.0,81.0
172.0,42.0,60.0,86.0,48.0,10.0,88.0,70.0,3.0,9.0,11.0,21.0,25.0,31.0,34.0,37.0,40.0,42.0,61.0,81.0
74.0,282.0,30.0,43.0,305.0,30.0,48.0,39.0,1.0,9.0,18.0,22.0,25.0,28.0,33.0,37.0,40.0,59.0,77.0,81.0
147.0,4200.0,120.0,96.0,5040.0,30.0,0.0,0.0,2.0,10.0,16.0,21.0,25.0,30.0,33.0,39.0,41.0,58.0,61.0,81.0
133.0,2220.0,30.0,85.0,2220.0,10.0,0.0,0.0,6.0,9.0,17.0,21.0,25.0,28.0,33.0,36.0,41.0,43.0,60.0,81.0
92.0,70.0,30.0,34.0,86.0,30.0,117.0,44.0,2.0,9.0,13.0,21.0,24.0,29.0,34.0,37.0,40.0,42.0,61.0,81.0
186.0,97.0,30.0,119.0,99.0,30.0,168.0,143.0,0.0,10.0,11.0,21.0,25.0,28.0,33.0,37.0,40.0,43.0,72.0,81.0
135.0,3780.0,120.0,92.0,5040.0,30.0,0.0,0.0,2.0,10.0,16.0,21.0,25.0,30.0,33.0,39.0,41.0,58.0,61.0,81.0
201.0,106.0,120.0,138.0,123.0,20.0,170.0,149.0,1.0,9.0,13.0,21.0,24.0,29.0,34.0,38.0,40.0,59.0,67.0,81.0
202.0,106.0,120.0,147.0,112.0,20.0,195.0,105.0,2.0,10.0,11.0,22.0,25.0,28.0,34.0,38.0,40.0,52.0,61.0,81.0
262.0,270.0,120.0,95.0,322.0,20.0,312.0,170.0,2.0,10.0,13.0,22.0,25.0,29.0,34.0,38.0,40.0,57.0,72.0,81.0
161.0,88.0,30.0,70.0,122.0,20.0,128.0,84.0,2.0,10.0,11.0,22.0,24.0,31.0,34.0,38.0,40.0,42.0,77.0,81.0
336.0,220.0,30.0,84.0,330.0,20.0,312.0,200.0,2.0,10.0,13.0,22.0,24.0,29.0,34.0,38.0,40.0,52.0,79.0,81.0
106.0,91.0,120.0,51.0,99.0,20.0,143.0,75.0,2.0,9.0,13.0,22.0,25.0,30.0,34.0,38.0,40.0,43.0,60.0,81.0
103.0,45.0,30.0,31.0,68.0,20.0,91.0,35.0,3.0,9.0,13.0,21.0,24.0,30.0,34.0,37.0,40.0,57.0,61.0,81.0
66.0,2340.0,30.0,33.0,4160.0,20.0,65.0,40.0,0.0,9.0,16.0,21.0,25.0,28.0,33.0,39.0,41.0,57.0,79.0,81.0
222.0,60.0,30.0,77.0,65.0,30.0,128.0,123.0,2.0,9.0,15.0,21.0,25.0,29.0,33.0,38.0,40.0,42.0,77.0,81.0
114.0,48.0,120.0,55.0,62.0,10.0,88.0,35.0,2.0,9.0,11.0,21.0,25.0,28.0,33.0,38.0,40.0,59.0,61.0,81.0
186.0,105.0,30.0,103.0,137.0,20.0,152.0,112.0,2.0,10.0,11.0,22.0,25.0,29.0,34.0,38.0,40.0,57.0,60.0,81.0
164.0,61.0,120.0,88.0,74.0,20.0,80.0,80.0,2.0,10.0,11.0,21.0,25.0,28.0,34.0,38.0,40.0,42.0,61.0,82.0
109.0,38.0,30.0,71.0,48.0,30.0,60.0,35.0,0.0,10.0,11.0,21.0,25.0,29.0,33.0,37.0,40.0,42.0,72.0,81.0
58.0,32.0,120.0,27.0,40.0,10.0,136.0,65.0,0.0,9.0,11.0,21.0,25.0,28.0,34.0,37.0,40.0,48.0,79.0,82.0
217.0,202.0,60.0,127.0,274.0,30.0,176.0,195.0,3.0,10.0,13.0,21.0,25.0,30.0,34.0,38.0,40.0,57.0,73.0,81.0
118.0,75.0,120.0,74.0,86.0,30.0,117.0,48.0,6.0,9.0,13.0,21.0,25.0,28.0,33.0,37.0,40.0,43.0,64.0,81.0
284.0,116.0,60.0,171.0,156.0,30.0,190.0,110.0,3.0,9.0,13.0,21.0,25.0,28.0,33.0,37.0,40.0,52.0,61.0,81.0
114.0,36.0,30.0,55.0,43.0,30.0,110.0,75.0,3.0,9.0,11.0,21.0,25.0,28.0,33.0,36.0,40.0,59.0,61.0,81.0
175.0,95.0,30.0,123.0,108.0,30.0,180.0,90.0,3.0,9.0,13.0,21.0,25.0,29.0,34.0,37.0,40.0,59.0,67.0,81.0
160.0,106.0,60.0,69.0,122.0,10.0,170.0,88.0,2.0,10.0,11.0,23.0,25.0,29.0,34.0,38.0,40.0,57.0,60.0,81.0
128.0,103.0,60.0,83.0,108.0,10.0,110.0,52.0,3.0,9.0,13.0,21.0,24.0,28.0,34.0,37.0,40.0,57.0,60.0,81.0
210.0,89.0,60.0,66.0,106.0,20.0,140.0,117.0,0.0,9.0,13.0,22.0,25.0,29.0,34.0,38.0,40.0,43.0,72.0,81.0
95.0,31.0,120.0,55.0,43.0,10.0,56.0,40.0,3.0,9.0,11.0,21.0,24.0,29.0,34.0,38.0,40.0,42.0,72.0,81.0
191.0,59.0,120.0,158.0,64.0,10.0,112.0,95.0,1.0,9.0,11.0,21.0,25.0,27.0,33.0,37.0,40.0,57.0,67.0,81.0
236.0,148.0,120.0,63.0,156.0,30.0,190.0,115.0,2.0,9.0,13.0,22.0,24.0,28.0,34.0,37.0,40.0,42.0,79.0,81.0
189.0,175.0,30.0,109.0,210.0,30.0,180.0,120.0,2.0,10.0,13.0,20.0,24.0,28.0,34.0,35.0,40.0,57.0,60.0,81.0
138.0,108.0,30.0,99.0,128.0,20.0,150.0,123.0,2.0,9.0,13.0,21.0,25.0,29.0,34.0,37.0,40.0,57.0,60.0,81.0
123.0,22.0,30.0,51.0,34.0,20.0,0.0,0.0,1.0,9.0,11.0,21.0,25.0,29.0,34.0,39.0,40.0,57.0,61.0,81.0
59.0,223.0,30.0,33.0,290.0,30.0,52.0,24.0,1.0,9.0,18.0,22.0,25.0,28.0,34.0,38.0,40.0,59.0,77.0,82.0
216.0,2340.0,30.0,131.0,4160.0,20.0,0.0,0.0,1.0,9.0,16.0,21.0,25.0,28.0,33.0,36.0,41.0,43.0,72.0,81.0
61.0,35.0,30.0,30.0,42.0,30.0,32.0,45.0,0.0,10.0,11.0,21.0,24.0,30.0,34.0,38.0,40.0,57.0,79.0,81.0
148.0,12.0,30.0,96.0,16.0,10.0,96.0,70.0,3.0,10.0,17.0,21.0,24.0,31.0,34.0,38.0,40.0,43.0,75.0,81.0
254.0,112.0,120.0,154.0,122.0,30.0,168.0,175.0,2.0,10.0,11.0,22.0,25.0,29.0,34.0,37.0,40.0,50.0,77.0,81.0
126.0,29.0,30.0,47.0,42.0,20.0,117.0,55.0,2.0,9.0,11.0,21.0,24.0,29.0,34.0,38.0,40.0,57.0,61.0,81.0
124.0,50.0,60.0,52.0,65.0,10.0,56.0,80.0,0.0,9.0,15.0,21.0,25.0,29.0,33.0,37.0,40.0,43.0,77.0,81.0
231.0,106.0,60.0,117.0,146.0,30.0,144.0,214.0,2.0,10.0,11.0,21.0,25.0,29.0,34.0,39.0,40.0,55.0,79.0,82.0
111.0,40.0,30.0,53.0,48.0,30.0,143.0,48.0,3.0,9.0,11.0,20.0,24.0,29.0,34.0,35.0,40.0,42.0,61.0,81.0
89.0,22.0,120.0,31.0,34.0,10.0,70.0,36.0,3.0,9.0,11.0,21.0,25.0,29.0,34.0,37.0,40.0,57.0,61.0,81.0
182.0,130.0,60.0,88.0,144.0,10.0,170.0,80.0,2.0,9.0,13.0,22.0,25.0,29.0,34.0,37.0,40.0,43.0,72.0,81.0
148.0,203.0,30.0,119.0,210.0,10.0,182.0,136.0,3.0,10.0,13.0,21.0,24.0,30.0,34.0,37.0,40.0,52.0,65.0,81.0
106.0,84.0,30.0,37.0,98.0,30.0,72.0,71.0,2.0,9.0,13.0,21.0,24.0,29.0,34.0,37.0,40.0,42.0,61.0,81.0
240.0,225.0,60.0,143.0,254.0,20.0,273.0,170.0,3.0,10.0,13.0,21.0,25.0,29.0,33.0,39.0,40.0,59.0,60.0,81.0
184.0,2600.0,30.0,131.0,3380.0,30.0,0.0,0.0,1.0,9.0,16.0,21.0,25.0,28.0,33.0,36.0,41.0,43.0,72.0,82.0
125.0,48.0,120.0,49.0,53.0,20.0,143.0,35.0,2.0,9.0,11.0,21.0,25.0,28.0,33.0,38.0,40.0,59.0,61.0,81.0
148.0,52.0,60.0,51.0,70.0,20.0,120.0,104.0,2.0,10.0,19.0,21.0,25.0,29.0,34.0,37.0,40.0,43.0,79.0,81.0
172.0,70.0,120.0,99.0,81.0,20.0,96.0,112.0,1.0,10.0,11.0,21.0,25.0,29.0,34.0,38.0,40.0,52.0,61.0,82.0
276.0,83.0,30.0,118.0,118.0,20.0,221.0,155.0,2.0,10.0,11.0,21.0,25.0,29.0,34.0,38.0,40.0,42.0,77.0,81.0
186.0,86.0,30.0,106.0,91.0,10.0,120.0,60.0,3.0,9.0,13.0,21.0,25.0,28.0,33.0,36.0,40.0,57.0,67.0,81.0
794.0,266.0,60.0,760.0,293.0,20.0,351.0,165.0,3.0,10.0,13.0,21.0,25.0,29.0,34.0,38.0,40.0,59.0,73.0,81.0
229.0,91.0,30.0,120.0,99.0,30.0,120.0,130.0,2.0,10.0,11.0,22.0,25.0,29.0,34.0,38.0,40.0,43.0,79.0,81.0
97.0,65.0,30.0,39.0,76.0,30.0,117.0,44.0,2.0,10.0,11.0,22.0,25.0,29.0,34.0,38.0,40.0,43.0,60.0,81.0
275.0,105.0,120.0,123.0,137.0,10.0,260.0,175.0,0.0,10.0,11.0,22.0,24.0,30.0,34.0,37.0,40.0,57.0,64.0,81.0
141.0,65.0,30.0,68.0,74.0,10.0,120.0,56.0,2.0,10.0,11.0,23.0,25.0,30.0,34.0,38.0,40.0,43.0,60.0,81.0
114.0,3120.0,60.0,73.0,3380.0,10.0,110.0,64.0,2.0,9.0,16.0,21.0,25.0,28.0,34.0,36.0,41.0,42.0,61.0,82.0
44.0,1665.0,60.0,21.0,2960.0,30.0,48.0,39.0,1.0,9.0,17.0,21.0,25.0,27.0,34.0,37.0,41.0,57.0,79.0,82.0
148.0,36.0,30.0,67.0,49.0,20.0,97.0,60.0,1.0,9.0,11.0,23.0,25.0,28.0,33.0,39.0,40.0,42.0,61.0,81.0
